RespondentID,Feedback,clean_feedback
1104,Wouldn't buy again. Would love a decaf version. 😕,wouldnt buy again would love a decaf version
1105,Packaging could be better. Would recomend it to friends.,packaging could be better would recomend it to friends
1106,Didn't enjoy the aftertaste. Customer service was great too. 👍,didnt enjoy the aftertaste customer service was great too
1107,Taste is kinda weak. Would recommend it to friends. 👎,taste is kinda weak would recommend it to friends
1108,"Love the aroma, not a fan of the aftertaste. Customer service was great too. ☕",love the aroma not a fan of the aftertaste customer service was great too
1109,I'll definitely buy again. ngl I expected more. 😅,ill definitely buy again honestly i expected more
1110,My morning feels incomplete without it. I drink it every morning. 😊,my morning feels incomplete without it i drink it every morning
1111,Works great with milk but black coffee isn't my favourite. Not bad at all tbh.,works great with milk but black coffee isnt my favourite not bad at all honestly
1112,My morning feels incomplete without it. Please introduce more roast options.,my morning feels incomplete without it please introduce more roast options
1113,Packaging could be better. Would recommend it to friends.,packaging could be better would recommend it to friends
1114,Very balanced flavour 👎,very balanced flavour
1115,Pretty good overall although I expected a stronger roast. Hope you keep the quality consistent. 😍,pretty good overall although i expected a stronger roast hope you keep the quality consistent
1116,Way too expensive. Please introduce more roast options. 😊,way too expensive please introduce more roast options
1117,Works gr8 with milk but black coffee isn't my favourite. Customer service was great too.,works gr with milk but black coffee isnt my favourite customer service was great too
1118,Packaging could be better. I drink it every morning. 👍,packaging could be better i drink it every morning
1119,Not as fresh as expected. imo it's one of the better brands.,not as fresh as expected opinion its one of the better brands
1120,Works great with milk but black coffe isn't my favourite. Not bad at all tbh.,works great with milk but black coffe isnt my favourite not bad at all honestly
1121,Bit disappointed. Would love a decaf version. 😊,bit disappointed would love a decaf version
1122,Really enjoying Coffee X. imo it's one of the better brands.,really enjoying coffee x opinion its one of the better brands
1123,Not as fresh as expected 😊,not as fresh as expected
1124,Super smooth taste. ☕,super smooth taste
1125,Taste is nice but it's a bit pricey. imo it's one of the better brands.,taste is nice but its a bit pricey opinion its one of the better brands
1126,Coffee arrived stale. Would recommend it to friends.,coffee arrived stale would recommend it to friends
1127,Pretty good overall although I expected a stronger roast. I drink it every morning.,pretty good overall although i expected a stronger roast i drink it every morning
1128,Works great with milk but black coffee isn't my favourite. Please introduce more roast options.,works great with milk but black coffee isnt my favourite please introduce more roast options
1129,Wouldn't buy again. imo it's one of the better brands. 😍,wouldnt buy again opinion its one of the better brands
1130,Really enjoying Coffee X 😅,really enjoying coffee x
1131,Packaging looks premium but freshness could improve. 🤔,packaging looks premium but freshness could improve
1132,Best coffe I've had in a while. imo it's one of the better brands. 😅,best coffe ive had in a while opinion its one of the better brands
1133,Worth every penny 😕,worth every penny
1134,Very balanced flavour,very balanced flavour
1135,Taste is kinda weak 🤔,taste is kinda weak
1136,Bit disappointed. Would recomend it to friends.,bit disappointed would recomend it to friends
1137,Didn't enjoy the aftertaste. imo it's one of the better brands.,didnt enjoy the aftertaste opinion its one of the better brands
1138,Works great with milk but black coffee isn't my favourite. Would love a decaf version.,works great with milk but black coffee isnt my favourite would love a decaf version
1139,Amazing 😍 ☕,amazing
1140,Yumm 😋 👍,yumm
1141,Taste is nice but it's a bit pricey. ngl I expected more. 😊,taste is nice but its a bit pricey honestly i expected more
1142,My morning feels incomplete without it. 👍,my morning feels incomplete without it
1143,Not as fresh as expected. Delivery was realy fast.,not as fresh as expected delivery was realy fast
1144,Very balanced flavour. ❤️,very balanced flavour
1145,Very balanced flavour. Hope you keep the quality consistent. 😊,very balanced flavour hope you keep the quality consistent
1146,"Love the aroma, not a fan of the aftertaste. 👌",love the aroma not a fan of the aftertaste
1147,Didn't enjoy the aftertaste 👌,didnt enjoy the aftertaste
1148,Coffee arrived stale. Would recomend it to friends. 👌,coffee arrived stale would recomend it to friends
1149,Packaging looks premium but freshness could improve. Not bad at all tbh. 👎,packaging looks premium but freshness could improve not bad at all honestly
1150,Love this coffee. Not bad at all tbh. 👌,love this coffee not bad at all honestly
1151,"Love the aroma, not a fan of the aftertaste. Would love a decaf version.",love the aroma not a fan of the aftertaste would love a decaf version
1152,Super smooth taste.,super smooth taste
1153,Very balanced flavour. Would recommend it to friends. 👍,very balanced flavour would recommend it to friends
1154,My morning feels incomplete without it. Hope you keep the quality consistent. 😊,my morning feels incomplete without it hope you keep the quality consistent
1155,cofee arrived stale. Please introduce more roast options.,cofee arrived stale please introduce more roast options
1156,Expected better. imo it's one of the better brands. 😍,expected better opinion its one of the better brands
1157,Very balanced flavour. Not bad at all tbh. 👍,very balanced flavour not bad at all honestly
1158,Best coffee I've had in a while. Hope you keep the quality consistent. ❤️,best coffee ive had in a while hope you keep the quality consistent
1159,Super smooth taste ❤️,super smooth taste
1160,Packaging looks premium but freshness could improve. Hope you keep the quality consistent. 😊,packaging looks premium but freshness could improve hope you keep the quality consistent
1161,Too bitter for me 👎,too bitter for me
1162,Works great with milk but black coffee isn't my favourite. 😕,works great with milk but black coffee isnt my favourite
1163,Taste is kinda weak. Please introduce more roast options.,taste is kinda weak please introduce more roast options
1164,rly enjoying coffe X. ngl I expected more. 👎,rly enjoying coffe x honestly i expected more
1165,Yumm 😋,yumm
1166,Pretty good overall although I expected a stronger roast. Customer service was gr8 too. 😅,pretty good overall although i expected a stronger roast customer service was gr too
1167,Love this coffee. 😋,love this coffee
1168,Pretty good overall although I expected a stronger roast. Would love a decaf version. 😅,pretty good overall although i expected a stronger roast would love a decaf version
1169,Worth every penny. ngl I expected more. 😍,worth every penny honestly i expected more
1170,Really enjoying Coffee X. ☕,really enjoying coffee x
1171,Way too expensive. Please introduce more roast options. 🤔,way too expensive please introduce more roast options
1172,Taste is nice but it's a bit pricey. ❤️,taste is nice but its a bit pricey
1173,Taste is nice but it's a bit pricey. Not bad at all tbh.,taste is nice but its a bit pricey not bad at all honestly
1174,"Love the aroma, not a fan of the aftertaste. Delivery was realy fast. ❤️",love the aroma not a fan of the aftertaste delivery was realy fast
1175,The beans smell fantastic. Hope you keep the quality consistent. ❤️,the beans smell fantastic hope you keep the quality consistent
1176,Love this coffee. ngl I expected more. 👍,love this coffee honestly i expected more
1177,"Love the aroma, not a fan of the aftertaste. imo it's one of the better brands. 👌",love the aroma not a fan of the aftertaste opinion its one of the better brands
1178,Works great with milk but black coffee isn't my favourite. Customer service was great too.,works great with milk but black coffee isnt my favourite customer service was great too
1179,Love this coffee. 😕,love this coffee
1180,Works great with milk but black coffee isn't my favourite. 👌,works great with milk but black coffee isnt my favourite
1181,Packaging looks premium but freshness could improve. Delivery was really fast. 😋,packaging looks premium but freshness could improve delivery was really fast
1182,I'll definitely buy again. Hope you keep the qualty consistent.,ill definitely buy again hope you keep the qualty consistent
1183,Very balanced flavour 😊,very balanced flavour
1184,Very balanced flavour. Would love a decaf version. 😋,very balanced flavour would love a decaf version
1185,Wouldn't buy again. Please introduce more roast options. ☕,wouldnt buy again please introduce more roast options
1186,Works great with milk but black coffee isn't my favourite. 😅,works great with milk but black coffee isnt my favourite
1187,Taste is kinda weak. Hope you keep the qualty consistent.,taste is kinda weak hope you keep the qualty consistent
1188,Really enjoying Coffee X. Customer service was great too. 😍,really enjoying coffee x customer service was great too
1189,rly enjoying Coffee X. Delivery was really fast. 😕,rly enjoying coffee x delivery was really fast
1190,Super smooth taste 😋,super smooth taste
1191,Pretty good! 😕,pretty good
1192,Worth every penny. Please introduce more roast options. 😋,worth every penny please introduce more roast options
1193,I'll definetly buy again. 👍,ill definetly buy again
1194,Not as fresh as expected. Would love a decaf version.,not as fresh as expected would love a decaf version
1195,Taste is kinda weak,taste is kinda weak
1196,It's okay. 👍,its okay
1197,Too expensive 😕 👎,too expensive
1198,My morning feels incomplete without it. Hope you keep the quality consistent. 🤔,my morning feels incomplete without it hope you keep the quality consistent
1199,My morning feels incomplete without it. Hope you keep the qualty consistent.,my morning feels incomplete without it hope you keep the qualty consistent
1200,Way too expensive. I drink it every morning. ☕,way too expensive i drink it every morning
1201,Super smooth taste. I drink it every morning. 😕,super smooth taste i drink it every morning
1202,"Love the aroma, not a fan of the aftertaste. Hope you keep the quality consistent. 😍",love the aroma not a fan of the aftertaste hope you keep the quality consistent
1203,Coffee arrived stale. 😊,coffee arrived stale
1204,Expected better. Customer service was gr8 too.,expected better customer service was gr too
1205,I'll definately buy again. Delivery was really fast.,ill definately buy again delivery was really fast
1206,Way too expensive. Please introduce more roast options.,way too expensive please introduce more roast options
1207,cofee arrived stale. imo it's one of the better brands.,cofee arrived stale opinion its one of the better brands
1208,Not bad. 🤔,not bad
1209,Meh.,meh
1210,Very balanced flavour. ngl I expected more.,very balanced flavour honestly i expected more
1211,Amazing 😍 😅,amazing
1212,Love this coffe 👍,love this coffe
1213,I'll definitely buy again. ngl I expected more. 😍,ill definitely buy again honestly i expected more
1214,Taste is kinda weak 👌,taste is kinda weak
1215,Way too expensive. Please introduce more roast options. 😋,way too expensive please introduce more roast options
1216,Worth every penny. ngl I expected more.,worth every penny honestly i expected more
1217,rly enjoying Coffee X 😍,rly enjoying coffee x
1218,Too bitter for me. Would recommend it to friends.,too bitter for me would recommend it to friends
1219,Too expensive 😕 😋,too expensive
1220,Didn't enjoy the aftertaste 😕,didnt enjoy the aftertaste
1221,Way too expensive. Hope you keep the quality consistent. 😊,way too expensive hope you keep the quality consistent
1222,Pretty good overall although I expected a stronger roast. Customer service was great too.,pretty good overall although i expected a stronger roast customer service was great too
1223,Pretty good overall although I expected a stronger roast. ngl I expected more. 😊,pretty good overall although i expected a stronger roast honestly i expected more
1224,Packaging looks premium but freshness could improve. 😍,packaging looks premium but freshness could improve
1225,Very balanced flavour. imo it's one of the better brands. 🤔,very balanced flavour opinion its one of the better brands
1226,Not as fresh as expected. ngl I expected more.,not as fresh as expected honestly i expected more
1227,The beans smell fantastic. Would love a decaf version.,the beans smell fantastic would love a decaf version
1228,Works great with milk but black coffee isn't my favourite. Customer service was great too. ❤️,works great with milk but black coffee isnt my favourite customer service was great too
1229,"Love the aroma, not a fan of the aftertaste. ngl I expected more.",love the aroma not a fan of the aftertaste honestly i expected more
1230,Really enjoying Coffee X. Not bad at all tbh.,really enjoying coffee x not bad at all honestly
1231,Coffee arrived stale. ngl I expected more. 😋,coffee arrived stale honestly i expected more
1232,Works gr8 with milk but black coffee isn't my favourite. 👌,works gr with milk but black coffee isnt my favourite
1233,"Love the aroma, not a fan of the aftertaste. Would recomend it to friends. 😊",love the aroma not a fan of the aftertaste would recomend it to friends
1234,Super smooth taste. Would love a decaf version. 🤔,super smooth taste would love a decaf version
1235,Works great with milk but black coffee isn't my favourite. Would love a decaf version. 😊,works great with milk but black coffee isnt my favourite would love a decaf version
1236,Packaging looks premium but freshness could improve. Please introduce more roast options. 😋,packaging looks premium but freshness could improve please introduce more roast options
1237,Love this coffee. Please introduce more roast options. 👌,love this coffee please introduce more roast options
1238,Packaging looks premium but freshness could improve. Hope you keep the quality consistent. 👌,packaging looks premium but freshness could improve hope you keep the quality consistent
1239,Works great with milk but black coffee isn't my favourite. Hope you keep the qualty consistent. 👌,works great with milk but black coffee isnt my favourite hope you keep the qualty consistent
1240,Didn't enjoy the aftertaste ❤️,didnt enjoy the aftertaste
1241,Didn't enjoy the aftertaste. Delivery was really fast. 👌,didnt enjoy the aftertaste delivery was really fast
1242,Didn't enjoy the aftertaste. ngl I expected more. 😍,didnt enjoy the aftertaste honestly i expected more
1243,Really enjoying Coffee X 🤔,really enjoying coffee x
1244,I'll definately buy again. ngl I expected more.,ill definately buy again honestly i expected more
1245,Very balanced flavour. Would love a decaf version. 👍,very balanced flavour would love a decaf version
1246,Expected better. Please introduce more roast options.,expected better please introduce more roast options
1247,Packaging could be better. ngl I expected more.,packaging could be better honestly i expected more
1248,Meh. 😕,meh
1249,Works great with milk but black coffee isn't my favourite.,works great with milk but black coffee isnt my favourite
1250,Didn't enjoy the aftertaste. 👍,didnt enjoy the aftertaste
1251,Really enjoying Coffee X. I drink it every morning. ☕,really enjoying coffee x i drink it every morning
1252,coffe arrived stale. Hope you keep the quality consistent.,coffe arrived stale hope you keep the quality consistent
1253,Wouldn't buy again. 👌,wouldnt buy again
1254,Pretty good overall although I expected a stronger roast. imo it's one of the better brands. 👌,pretty good overall although i expected a stronger roast opinion its one of the better brands
1255,Taste is nice but it's a bit pricey. ☕,taste is nice but its a bit pricey
1256,Very balanced flavour. Hope you keep the quality consistent. ☕,very balanced flavour hope you keep the quality consistent
1257,Worth every penny. ❤️,worth every penny
1258,The beans smell fantastic. Would recommend it to friends. 😍,the beans smell fantastic would recommend it to friends
1259,Pretty good overall although I expected a stronger roast. Please introduce more roast options. 👌,pretty good overall although i expected a stronger roast please introduce more roast options
1260,Really enjoying cofee X,really enjoying cofee x
1261,Not as fresh as expected 😕,not as fresh as expected
1262,Didn't enjoy the aftertaste. Would love a decaf version. 😋,didnt enjoy the aftertaste would love a decaf version
1263,Amazing aroma. 👍,amazing aroma
1264,Expected better. Would recommend it to friends.,expected better would recommend it to friends
1265,Works great with milk but black coffee isn't my favourite. Would recomend it to friends.,works great with milk but black coffee isnt my favourite would recomend it to friends
1266,Worth every penny 😍,worth every penny
1267,Expected better. Would love a decaf version.,expected better would love a decaf version
1268,Not as fesh as expected,not as fesh as expected
1269,Worth every penny 😊,worth every penny
1270,Bit disappointed. 😅,bit disappointed
1271,Super smooth taste. Not bad at all tbh. 😋,super smooth taste not bad at all honestly
1272,Not as fresh as expected. I drink it every morning. 😋,not as fresh as expected i drink it every morning
1273,Amazing aroma,amazing aroma
1274,Pretty good overall although I expected a stronger roast. 😋,pretty good overall although i expected a stronger roast
1275,Taste is nice but it's a bit pricey. Would recommend it to friends. 😕,taste is nice but its a bit pricey would recommend it to friends
1276,Wouldn't buy again 😅,wouldnt buy again
1277,Not as fresh as expected. Not bad at all tbh. 👎,not as fresh as expected not bad at all honestly
1278,Expected better. Delivery was really fast. ❤️,expected better delivery was really fast
1279,Super smooth taste 😅,super smooth taste
1280,Coffee arrived stale ☕,coffee arrived stale
1281,Yumm 😋 👎,yumm
1282,Really enjoying Coffee X. imo it's one of the better brands. 👌,really enjoying coffee x opinion its one of the better brands
1283,Worth every penny 😅,worth every penny
1284,Way too expensive. Delivery was really fast. ☕,way too expensive delivery was really fast
1285,Love this coffee. Hope you keep the quality consistent.,love this coffee hope you keep the quality consistent
1286,Love this coffee,love this coffee
1287,Packaging could be better. 👌,packaging could be better
1288,Super smooth taste. Hope you keep the quality consistent. ☕,super smooth taste hope you keep the quality consistent
1289,Coffee arrived stale. imo it's one of the better brands. 😋,coffee arrived stale opinion its one of the better brands
1290,Pretty good overall although I expected a stronger roast. 🤔,pretty good overall although i expected a stronger roast
1291,Taste is nice but it's a bit pricey. Would recommend it to friends.,taste is nice but its a bit pricey would recommend it to friends
1292,Way too expensive. I drink it every morning. 😍,way too expensive i drink it every morning
1293,Taste is kinda weak. Would love a decaf version.,taste is kinda weak would love a decaf version
1294,My morning feels incomplete without it. 😊,my morning feels incomplete without it
1295,Bit disappointed. Please introduce more roast options. 😍,bit disappointed please introduce more roast options
1296,My morning feels incomplete without it. Would recommend it to friends. 😅,my morning feels incomplete without it would recommend it to friends
1297,Love this coffee. Not bad at all tbh.,love this coffee not bad at all honestly
1298,Super smooth taste. I drink it every morning. 🤔,super smooth taste i drink it every morning
1299,Didn't enjoy the aftertaste. Delivery was realy fast.,didnt enjoy the aftertaste delivery was realy fast
1300,Works gr8 with milk but black coffee isn't my favourite. Not bad at all tbh.,works gr with milk but black coffee isnt my favourite not bad at all honestly
1301,I'll definitely buy again 👍,ill definitely buy again
1302,Amazing aroma. ngl I expected more.,amazing aroma honestly i expected more
1303,Packaging looks premium but freshness could improve. Please introduce more roast options.,packaging looks premium but freshness could improve please introduce more roast options
1304,I'll definetly buy again. Not bad at all tbh. ☕,ill definetly buy again not bad at all honestly
1305,10/10 ❤️ ❤️,
1306,Really enjoying Coffee X. ngl I expected more.,really enjoying coffee x honestly i expected more
1307,Best coffee I've had in a while. I drink it every morning. 😊,best coffee ive had in a while i drink it every morning
1308,The beans smell fantastic. Would recomend it to friends.,the beans smell fantastic would recomend it to friends
1309,Could be better.,could be better
1310,Wouldn't buy again. Delivery was rly fast.,wouldnt buy again delivery was rly fast
1311,Best coffee I've had in a while. Would recommend it to friends. 😊,best coffee ive had in a while would recommend it to friends
1312,Didn't enjoy the aftertaste. imo it's one of the better brands. 👎,didnt enjoy the aftertaste opinion its one of the better brands
1313,Wouldn't buy again. I drink it every morning.,wouldnt buy again i drink it every morning
1314,realy enjoying coffe X.,realy enjoying coffe x
1315,Yumm 😋 😍,yumm
1316,Didn't enjoy the aftertaste. Would love a decaf version. 👎,didnt enjoy the aftertaste would love a decaf version
1317,My morning feels incomplete without it. ngl I expected more.,my morning feels incomplete without it honestly i expected more
1318,Best coffee I've had in a while 🤔,best coffee ive had in a while
1319,"Love the aroma, not a fan of the aftertaste. Hope you keep the qualty consistent. 😋",love the aroma not a fan of the aftertaste hope you keep the qualty consistent
1320,Packaging looks premium but freshness could improve. Would recommend it to friends.,packaging looks premium but freshness could improve would recommend it to friends
1321,Taste is nice but it's a bit pricey. Please introduce more roast options. 👍,taste is nice but its a bit pricey please introduce more roast options
1322,The beans smell fantastic. Delivery was really fast.,the beans smell fantastic delivery was really fast
1323,Worth every penny. Not bad at all tbh.,worth every penny not bad at all honestly
1324,rly enjoying cofee X 😊,rly enjoying cofee x
1325,My morning feels incomplete without it 👍,my morning feels incomplete without it
1326,"Love the aroma, not a fan of the aftertaste. I drink it every morning. 😕",love the aroma not a fan of the aftertaste i drink it every morning
1327,I'll definitely buy again. Delivery was really fast. ❤️,ill definitely buy again delivery was really fast
1328,Very balanced flavour. 😊,very balanced flavour
1329,Really enjoying cofee X. Would love a decaf version.,really enjoying cofee x would love a decaf version
1330,Bit disappointed. Hope you keep the quality consistent. 😋,bit disappointed hope you keep the quality consistent
1331,Very balanced flavour. I drink it every morning. 👎,very balanced flavour i drink it every morning
1332,Expected better. Not bad at all tbh. 😅,expected better not bad at all honestly
1333,Amazing aroma. Please introduce more roast options. 😍,amazing aroma please introduce more roast options
1334,Taste is kinda weak 😊,taste is kinda weak
1335,I'll definitely buy again. 😍,ill definitely buy again
1336,Meh. 😊,meh
1337,Way too expensive. I drink it every morning. 😋,way too expensive i drink it every morning
1338,Love this coffe,love this coffe
1339,My morning feels incomplete without it. Delivery was really fast. 😅,my morning feels incomplete without it delivery was really fast
1340,10/10 ❤️ 🤔,
1341,Taste is nice but it's a bit pricey. Customer service was gr8 too.,taste is nice but its a bit pricey customer service was gr too
1342,Bit disappointed. Please introduce more roast options.,bit disappointed please introduce more roast options
1343,Expected better. imo it's one of the better brands.,expected better opinion its one of the better brands
1344,Yumm 😋 😅,yumm
1345,Pretty good overall although I expected a stronger roast. Would recommend it to friends.,pretty good overall although i expected a stronger roast would recommend it to friends
1346,Bit disappointed. imo it's one of the better brands. 😅,bit disappointed opinion its one of the better brands
1347,Worth every penny. 👎,worth every penny
1348,Really enjoying coffe X. Hope you keep the quality consistent.,really enjoying coffe x hope you keep the quality consistent
1349,Not as fresh as expected. Would recommend it to friends.,not as fresh as expected would recommend it to friends
1350,Packaging looks premium but freshness could improve. Would recommend it to friends. ☕,packaging looks premium but freshness could improve would recommend it to friends
1351,My morning feels incomplete without it. Please introduce more roast options. 😅,my morning feels incomplete without it please introduce more roast options
1352,Packaging could be better. imo it's one of the better brands. 👎,packaging could be better opinion its one of the better brands
1353,The beans smell fantastic.,the beans smell fantastic
1354,Super smooth taste. Not bad at all tbh.,super smooth taste not bad at all honestly
1355,Not as fresh as expected. Please introduce more roast options. 😅,not as fresh as expected please introduce more roast options
1356,cofee arrived stale.,cofee arrived stale
1357,Really enjoying Coffee X. Would recomend it to friends.,really enjoying coffee x would recomend it to friends
1358,Meh. 👍,meh
1359,Packaging could be better. Delivery was really fast. 👌,packaging could be better delivery was really fast
1360,Worth every penny. Customer service was great too. 👎,worth every penny customer service was great too
1361,Packaging looks premium but freshness could improve. ngl I expected more. ☕,packaging looks premium but freshness could improve honestly i expected more
1362,Amazing aroma. Customer service was great too. 😕,amazing aroma customer service was great too
1363,Works gr8 with milk but black cofee isn't my favourite. ❤️,works gr with milk but black cofee isnt my favourite
1364,Best coffee I've had in a while. Would love a decaf version. ☕,best coffee ive had in a while would love a decaf version
1365,Packaging looks premium but freshness could improve. ngl I expected more.,packaging looks premium but freshness could improve honestly i expected more
1366,The beans smell fantastic. I drink it every morning. ☕,the beans smell fantastic i drink it every morning
1367,Coffee arrived stale. Delivery was really fast. 👌,coffee arrived stale delivery was really fast
1368,Super smooth taste. ngl I expected more. 👍,super smooth taste honestly i expected more
1369,cofee arrived stale. ngl I expected more.,cofee arrived stale honestly i expected more
1370,Packaging looks premium but freshness could improve. Not bad at all tbh.,packaging looks premium but freshness could improve not bad at all honestly
1371,Worth every penny. Hope you keep the qualty consistent.,worth every penny hope you keep the qualty consistent
1372,Best coffee I've had in a while. Customer service was great too. 😅,best coffee ive had in a while customer service was great too
1373,My morning feels incomplete without it 😊,my morning feels incomplete without it
1374,Amazing aroma 😕,amazing aroma
1375,Works gr8 with milk but black coffee isn't my favourite.,works gr with milk but black coffee isnt my favourite
1376,My morning feels incomplete without it. 😕,my morning feels incomplete without it
1377,Amazing aroma. imo it's one of the better brands. 👌,amazing aroma opinion its one of the better brands
1378,Super smooth taste. Delivery was really fast. 😍,super smooth taste delivery was really fast
1379,Taste is nice but it's a bit pricey. Hope you keep the quality consistent. 👍,taste is nice but its a bit pricey hope you keep the quality consistent
1380,Amazing aroma. Customer service was great too. 👌,amazing aroma customer service was great too
1381,Way too expensive,way too expensive
1382,Too bitter for me. Delivery was really fast. ❤️,too bitter for me delivery was really fast
1383,Expected better. I drink it every morning.,expected better i drink it every morning
1384,Packaging could be better 👍,packaging could be better
1385,Packaging looks premium but freshness could improve. I drink it every morning. 😋,packaging looks premium but freshness could improve i drink it every morning
1386,Packaging could be better. Would love a decaf version.,packaging could be better would love a decaf version
1387,Coffee arrived stale. Not bad at all tbh. 👎,coffee arrived stale not bad at all honestly
1388,Pretty good overall although I expected a stronger roast. Please introduce more roast options. 😊,pretty good overall although i expected a stronger roast please introduce more roast options
1389,Didn't enjoy the aftertaste. 😍,didnt enjoy the aftertaste
1390,My morning feels incomplete without it. Not bad at all tbh.,my morning feels incomplete without it not bad at all honestly
1391,Packaging could be better. Customer service was great too.,packaging could be better customer service was great too
1392,Love this coffe Please introduce more roast options.,love this coffe please introduce more roast options
1393,Packaging looks premium but freshness could improve. Would recommend it to friends. 😕,packaging looks premium but freshness could improve would recommend it to friends
1394,Worth every penny. Hope you keep the quality consistent. 👍,worth every penny hope you keep the quality consistent
1395,Best coffee I've had in a while. imo it's one of the better brands.,best coffee ive had in a while opinion its one of the better brands
1396,Too bitter for me. Delivery was really fast. 😅,too bitter for me delivery was really fast
1397,Best coffee I've had in a while. Would recommend it to friends. ❤️,best coffee ive had in a while would recommend it to friends
1398,Taste is nice but it's a bit pricey. ngl I expected more. 😍,taste is nice but its a bit pricey honestly i expected more
1399,Super smooth taste. I drink it every morning.,super smooth taste i drink it every morning
1400,Didn't enjoy the aftertaste. Delivery was really fast.,didnt enjoy the aftertaste delivery was really fast
1401,Not as fesh as expected. Would love a decaf version.,not as fesh as expected would love a decaf version
1402,Packaging could be better. Hope you keep the quality consistent.,packaging could be better hope you keep the quality consistent
1403,Pretty good overall although I expected a stronger roast. Hope you keep the quality consistent.,pretty good overall although i expected a stronger roast hope you keep the quality consistent
1404,Worth every penny. Delivery was really fast. ☕,worth every penny delivery was really fast
1405,Coffee arrived stale.,coffee arrived stale
1406,Not bad. 😕,not bad
1407,It's okay. 😕,its okay
1408,Way too expensive. Delivery was really fast.,way too expensive delivery was really fast
1409,Not bad. 😅,not bad
1410,"Love the aroma, not a fan of the aftertaste. ngl I expected more. 😅",love the aroma not a fan of the aftertaste honestly i expected more
1411,Love this coffee. 👌,love this coffee
1412,Not as fresh as expected. imo it's one of the better brands. 😅,not as fresh as expected opinion its one of the better brands
1413,coffe arrived stale.,coffe arrived stale
1414,Super smooth taste. Please introduce more roast options.,super smooth taste please introduce more roast options
1415,Didn't enjoy the aftertaste. imo it's one of the better brands. ☕,didnt enjoy the aftertaste opinion its one of the better brands
1416,Pretty good overall although I expected a stronger roast. imo it's one of the better brands. 😍,pretty good overall although i expected a stronger roast opinion its one of the better brands
1417,My morning feels incomplete without it. I drink it every morning. 😕,my morning feels incomplete without it i drink it every morning
1418,Bit disappointed.,bit disappointed
1419,Way too expensive. Would love a decaf version. ☕,way too expensive would love a decaf version
1420,Taste is kinda weak 😕,taste is kinda weak
1421,Amazing aroma. Not bad at all tbh. ☕,amazing aroma not bad at all honestly
1422,Love this coffee. Hope you keep the qualty consistent.,love this coffee hope you keep the qualty consistent
1423,Best coffee I've had in a while. I drink it every morning.,best coffee ive had in a while i drink it every morning
1424,Super smooth taste. 👍,super smooth taste
1425,Worth every penny. Would recommend it to friends. 👎,worth every penny would recommend it to friends
1426,Works great with milk but black coffee isn't my favourite. ngl I expected more. 😊,works great with milk but black coffee isnt my favourite honestly i expected more
1427,Way too expensive ❤️,way too expensive
1428,Love this coffe Would love a decaf version. ❤️,love this coffe would love a decaf version
1429,Works gr8 with milk but black coffee isn't my favourite. 😅,works gr with milk but black coffee isnt my favourite
1430,Wouldn't buy again. Hope you keep the quality consistent.,wouldnt buy again hope you keep the quality consistent
1431,Super smooth taste. Hope you keep the quality consistent.,super smooth taste hope you keep the quality consistent
1432,Coffee arrived stale. imo it's one of the better brands. 🤔,coffee arrived stale opinion its one of the better brands
1433,My morning feels incomplete without it. Please introduce more roast options. 😍,my morning feels incomplete without it please introduce more roast options
1434,Yumm 😋 😕,yumm
1435,Worth every penny ☕,worth every penny
1436,Too bitter for me. Not bad at all tbh. 😅,too bitter for me not bad at all honestly
1437,Taste is nice but it's a bit pricey. 😊,taste is nice but its a bit pricey
1438,Best coffee I've had in a while. imo it's one of the better brands. 😕,best coffee ive had in a while opinion its one of the better brands
1439,Not as fresh as expected. ❤️,not as fresh as expected
1440,Amazing aroma. 😊,amazing aroma
1441,Very balanced flavour. 👌,very balanced flavour
1442,Very balanced flavour. ngl I expected more. 😍,very balanced flavour honestly i expected more
1443,Super smooth taste. Customer service was gr8 too.,super smooth taste customer service was gr too
1444,I'll definitely buy again. 👎,ill definitely buy again
1445,Love this coffee 😋,love this coffee
1446,Super smooth taste 👌,super smooth taste
1447,Amazing aroma. Not bad at all tbh.,amazing aroma not bad at all honestly
1448,Not as fesh as expected. Would reccomend it to friends.,not as fesh as expected would reccomend it to friends
1449,I'll definitely buy again. Would recommend it to friends. ❤️,ill definitely buy again would recommend it to friends
1450,My morning feels incomplete without it. Would love a decaf version.,my morning feels incomplete without it would love a decaf version
1451,Amazing aroma 😅,amazing aroma
1452,Amazing aroma. Would love a decaf version. 👎,amazing aroma would love a decaf version
1453,Taste is kinda weak. Would love a decaf version. 🤔,taste is kinda weak would love a decaf version
1454,Taste is kinda weak. ngl I expected more.,taste is kinda weak honestly i expected more
1455,Super smooth taste. Customer service was great too. ☕,super smooth taste customer service was great too
1456,I'll definitely buy again. I drink it every morning. 👌,ill definitely buy again i drink it every morning
1457,Best coffe I've had in a while.,best coffe ive had in a while
1458,Coffee arrived stale. Hope you keep the qualty consistent. 🤔,coffee arrived stale hope you keep the qualty consistent
1459,Works gr8 with milk but black cofee isn't my favourite. Delivery was really fast.,works gr with milk but black cofee isnt my favourite delivery was really fast
1460,Wouldn't buy again. Not bad at all tbh. 😕,wouldnt buy again not bad at all honestly
1461,Amazing aroma. Hope you keep the quality consistent. 👎,amazing aroma hope you keep the quality consistent
1462,My morning feels incomplete without it. Delivery was really fast.,my morning feels incomplete without it delivery was really fast
