id,gender,age,brand,feedback
1364,male,18-24,A,Best coffee I've had in a while. Would love a decaf version. ☕
1365,male,45-64,B,Packaging looks premium but freshness could improve. ngl I expected more.
1366,male,65+,A,The beans smell fantastic. I drink it every morning. ☕
1367,female,25-44,A,Coffee arrived stale. Delivery was really fast. 👌
1368,male,45-64,A,Super smooth taste. ngl I expected more. 👍
1369,male,65+,A,cofee arrived stale. ngl I expected more.
1370,male,25-44,A,Packaging looks premium but freshness could improve. Not bad at all tbh.
1371,female,45-64,B,Worth every penny. Hope you keep the qualty consistent.
1372,male,25-44,A,Best coffee I've had in a while. Customer service was great too. 😅
1373,male,18-24,A,My morning feels incomplete without it 😊
1374,female,25-44,A,Amazing aroma 😕
1375,female,45-64,B,Works gr8 with milk but black coffee isn't my favourite.
1376,male,45-64,A,My morning feels incomplete without it. 😕
1377,male,25-44,B,Amazing aroma. imo it's one of the better brands. 👌
1378,female,65+,A,Super smooth taste. Delivery was really fast. 😍
1379,male,45-64,B,Taste is nice but it's a bit pricey. Hope you keep the quality consistent. 👍
1380,female,18-24,B,Amazing aroma. Customer service was great too. 👌
1381,female,65+,B,Way too expensive
1382,female,18-24,A,Too bitter for me. Delivery was really fast. ❤️
1383,male,25-44,A,Expected better. I drink it every morning.
1384,female,65+,A,Packaging could be better 👍
1385,female,45-64,A,Packaging looks premium but freshness could improve. I drink it every morning. 😋
1386,female,18-24,A,Packaging could be better. Would love a decaf version.
1387,male,65+,B,Coffee arrived stale. Not bad at all tbh. 👎
1388,male,65+,B,Pretty good overall although I expected a stronger roast. Please introduce more roast options. 😊
1389,male,18-24,B,Didn't enjoy the aftertaste. 😍
1390,male,45-64,B,My morning feels incomplete without it. Not bad at all tbh.
1391,male,45-64,A,Packaging could be better. Customer service was great too.
1392,female,65+,B,Love this coffe Please introduce more roast options.
1393,female,25-44,A,Packaging looks premium but freshness could improve. Would recommend it to friends. 😕
1394,male,65+,A,Worth every penny. Hope you keep the quality consistent. 👍
1395,male,45-64,A,Best coffee I've had in a while. imo it's one of the better brands.
1396,male,45-64,B,Too bitter for me. Delivery was really fast. 😅
1397,female,45-64,B,Best coffee I've had in a while. Would recommend it to friends. ❤️
1398,female,25-44,B,Taste is nice but it's a bit pricey. ngl I expected more. 😍
1399,female,45-64,A,Super smooth taste. I drink it every morning.
1400,female,25-44,B,Didn't enjoy the aftertaste. Delivery was really fast.
1401,female,18-24,A,Not as fesh as expected. Would love a decaf version.
1402,female,25-44,A,Packaging could be better. Hope you keep the quality consistent.
1403,male,65+,A,Pretty good overall although I expected a stronger roast. Hope you keep the quality consistent.
1404,male,25-44,A,Worth every penny. Delivery was really fast. ☕
1405,female,45-64,A,Coffee arrived stale.
1406,male,25-44,A,Not bad. 😕
1407,male,45-64,B,It's okay. 😕
1408,female,45-64,A,Way too expensive. Delivery was really fast.
1409,male,45-64,A,Not bad. 😅
1410,female,45-64,B,"Love the aroma, not a fan of the aftertaste. ngl I expected more. 😅"
1411,female,45-64,B,Love this coffee. 👌
1412,female,25-44,A,Not as fresh as expected. imo it's one of the better brands. 😅
1413,female,18-24,B,coffe arrived stale.
1414,female,18-24,B,Super smooth taste. Please introduce more roast options.
1415,male,25-44,B,Didn't enjoy the aftertaste. imo it's one of the better brands. ☕
1416,female,18-24,B,Pretty good overall although I expected a stronger roast. imo it's one of the better brands. 😍
1417,female,25-44,B,My morning feels incomplete without it. I drink it every morning. 😕
1418,male,45-64,A,Bit disappointed.
1419,male,45-64,A,Way too expensive. Would love a decaf version. ☕
1420,male,45-64,B,Taste is kinda weak 😕
1421,female,25-44,A,Amazing aroma. Not bad at all tbh. ☕
1422,male,65+,B,Love this coffee. Hope you keep the qualty consistent.
1423,male,45-64,A,Best coffee I've had in a while. I drink it every morning.
1424,female,18-24,A,Super smooth taste. 👍
1425,female,45-64,A,Worth every penny. Would recommend it to friends. 👎
1426,male,25-44,A,Works great with milk but black coffee isn't my favourite. ngl I expected more. 😊
1427,male,65+,A,Way too expensive ❤️
1428,female,25-44,A,Love this coffe Would love a decaf version. ❤️
1429,male,65+,A,Works gr8 with milk but black coffee isn't my favourite. 😅
1430,female,45-64,A,Wouldn't buy again. Hope you keep the quality consistent.
1431,female,25-44,A,Super smooth taste. Hope you keep the quality consistent.
1432,male,65+,B,Coffee arrived stale. imo it's one of the better brands. 🤔
1433,female,45-64,A,My morning feels incomplete without it. Please introduce more roast options. 😍
1434,female,65+,B,Yumm 😋 😕
1435,male,25-44,A,Worth every penny ☕
1436,female,65+,B,Too bitter for me. Not bad at all tbh. 😅
1437,male,18-24,B,Taste is nice but it's a bit pricey. 😊
1438,male,25-44,B,Best coffee I've had in a while. imo it's one of the better brands. 😕
1439,female,18-24,B,Not as fresh as expected. ❤️
1440,male,18-24,A,Amazing aroma. 😊
1441,female,18-24,B,Very balanced flavour. 👌
1442,female,65+,A,Very balanced flavour. ngl I expected more. 😍
1443,male,25-44,B,Super smooth taste. Customer service was gr8 too.
1444,female,65+,A,I'll definitely buy again. 👎
1445,male,45-64,A,Love this coffee 😋
1446,female,25-44,B,Super smooth taste 👌
1447,male,18-24,A,Amazing aroma. Not bad at all tbh.
1448,male,25-44,B,Not as fesh as expected. Would reccomend it to friends.
1449,female,65+,A,I'll definitely buy again. Would recommend it to friends. ❤️
1450,female,65+,A,My morning feels incomplete without it. Would love a decaf version.
1451,female,25-44,B,Amazing aroma 😅
1452,male,45-64,B,Amazing aroma. Would love a decaf version. 👎
1453,female,18-24,B,Taste is kinda weak. Would love a decaf version. 🤔
1454,female,25-44,A,Taste is kinda weak. ngl I expected more.
1455,male,45-64,A,Super smooth taste. Customer service was great too. ☕
1456,female,45-64,A,I'll definitely buy again. I drink it every morning. 👌
1457,female,65+,A,Best coffe I've had in a while.
1458,male,25-44,B,Coffee arrived stale. Hope you keep the qualty consistent. 🤔
1459,male,25-44,A,Works gr8 with milk but black cofee isn't my favourite. Delivery was really fast.
1460,male,45-64,A,Wouldn't buy again. Not bad at all tbh. 😕
1461,male,25-44,A,Amazing aroma. Hope you keep the quality consistent. 👎
1462,male,25-44,A,My morning feels incomplete without it. Delivery was really fast.
1463,male,18-24,B,I'll definitely buy again. Would recommend it to friends. 😋
1464,male,18-24,B,Amazing aroma 😊
1465,male,65+,B,Wouldn't buy again. Customer service was great too. 😅
1466,male,25-44,B,Amazing aroma. ngl I expected more. 😕
1467,female,65+,B,"Love the aroma, not a fan of the aftertaste. 😋"
1468,male,18-24,B,Works gr8 with milk but black cofee isn't my favourite. Customer service was great too.
1469,male,25-44,A,My morning feels incomplete without it. I drink it every morning. 😅
1470,female,65+,A,Expected better 😅
1471,male,25-44,B,Pretty good overall although I expected a stronger roast. I drink it every morning. 😋
1472,male,65+,B,Didn't enjoy the aftertaste. Hope you keep the quality consistent. 😊
1473,female,45-64,A,Love it ☕ ❤️
1474,male,45-64,A,My morning feels incomplete without it. Please introduce more roast options. 👌
1475,female,25-44,A,My morning feels incomplete without it. Customer service was great too. 😍
1476,male,65+,A,Too bitter for me. ☕
1477,female,25-44,A,Very balanced flavour. imo it's one of the better brands.
1478,female,25-44,A,Didn't enjoy the aftertaste. imo it's one of the better brands. 😊
1479,male,65+,B,Meh. 😅
1480,female,65+,B,Super smooth taste. Delivery was really fast.
1481,female,45-64,B,Super smooth taste. Customer service was great too. 👌
1482,male,25-44,B,Taste is nice but it's a bit pricey. Hope you keep the quality consistent. 👎
1483,male,45-64,B,Worth every penny. imo it's one of the better brands. ❤️
1484,female,18-24,B,Works great with milk but black coffee isn't my favourite. ngl I expected more. 😍
1485,male,18-24,A,Very balanced flavour 👌
1486,male,45-64,B,Love this coffee. 😅
1487,male,25-44,B,Pretty good! ❤️
1488,female,25-44,A,Pretty good overall although I expected a stronger roast. ❤️
1489,female,65+,B,I'll definitely buy again. Hope you keep the quality consistent. 😅
1490,male,65+,A,Very balanced flavour ❤️
1491,male,45-64,A,Wouldn't buy again. Would love a decaf version. 😅
1492,female,45-64,A,Too bitter for me. Delivery was really fast. 😕
1493,male,18-24,A,Super smooth taste. Would recomend it to friends.
1494,male,45-64,B,Didn't enjoy the aftertaste.
1495,female,65+,A,Really enjoying Coffee X. imo it's one of the better brands. 😊
1496,female,65+,B,Bit disappointed 👌
1497,female,18-24,A,Taste is kinda weak. Hope you keep the quality consistent.
1498,female,18-24,B,Packaging looks premium but freshness could improve. Would love a decaf version. 😍
1499,female,65+,B,My morning feels incomplete without it. 👎
1500,male,25-44,A,Not as fesh as expected. Delivery was really fast.
